text,element_type,url,title,meta_description,h1_tags,scrape_date,competitor,sentiment,vader_sentiment,technical_keywords,value_keywords,intent,cleaned_text
"The ExoSphere by Fleet® online portal enables quick access to survey results and AI-enabled insights to enhance the quality, speed, and precision of decision-making.",p,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741738,FleetSpace,0.3333333333333333,0.0,1,2,Value Proposition,the exosphere by fleet online portal enables quick access to survey results and aienabled insights to enhance the quality speed and precision of decisionmaking
World-Class Expertise to Advance Your Exploration,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741739,FleetSpace,0.0,0.2263,1,1,Balanced,worldclass expertise to advance your exploration
"From survey planning to modelling and interpretation, our in-house team of geoscience experts are here to support you every step of the way.",p,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741741,FleetSpace,0.0,0.4019,1,1,Balanced,from survey planning to modelling and interpretation our inhouse team of geoscience experts are here to support you every step of the way
ExoSphere Benefits,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741742,FleetSpace,0.0,0.3818,0,0,Other,exosphere benefits
Transforming Exploration at Scale,h2,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741743,FleetSpace,0.0,0.2263,1,1,Balanced,transforming exploration at scale
ExoSphere by Fleet®—everything you need to explore with confidence.,h2,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741745,FleetSpace,0.0,0.5106,0,0,Other,exosphere by fleeteverything you need to explore with confidence
Proven Results,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741746,FleetSpace,0.0,0.0,0,1,Value Proposition,proven results
Our Solution in Action,h2,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741748,FleetSpace,0.1,0.3182,0,0,Other,our solution in action
Redefining Copper Exploration,h2,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741749,FleetSpace,0.0,0.2263,1,1,Balanced,redefining copper exploration
Unlocking Uranium’s Potential,h2,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741751,FleetSpace,0.0,0.0,0,0,Other,unlocking uraniums potential
Recognition,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741752,FleetSpace,0.0,0.0,0,0,Other,recognition
Industry awards and recognition,h2,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741754,FleetSpace,0.0,0.4588,0,0,Other,industry awards and recognition
2024 Banksia Foundation's Climate Technology Impact Award Winner,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741755,FleetSpace,0.0,0.8074,0,0,Other,banksia foundations climate technology impact award winner
2023 Energy & Mining Premier's Award,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741757,FleetSpace,0.0,0.6808,0,0,Other,energy mining premiers award
Technology Scale-Up Awards,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741761,FleetSpace,0.0,0.4588,0,0,Other,technology scaleup awards
Impact Awards,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741763,FleetSpace,0.0,0.4588,0,0,Other,impact awards
Australian Space Awards 2023,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741764,FleetSpace,0.0,0.4588,0,0,Other,australian space awards
Austmine Winner - Outstanding Innovation METS Company,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741766,FleetSpace,0.5,0.886,0,0,Other,austmine winner outstanding innovation mets company
"Solution-led, Problem-solvers",h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741767,FleetSpace,0.0,0.0,0,0,Other,solutionled problemsolvers
Meet our in-house Geoscience Team,h2,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741768,FleetSpace,0.0,0.0,0,0,Other,meet our inhouse geoscience team
Mineral Exploration Reimagined,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741770,FleetSpace,0.0,0.2263,1,1,Balanced,mineral exploration reimagined
Explore Like Never Before,h2,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741771,FleetSpace,0.0,0.3612,0,0,Other,explore like never before
Ready to revolutionise your mineral exploration approach? Let’s talk about how ExoSphere by Fleet® can elevate your exploration efforts today.,p,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741773,FleetSpace,0.2,0.6486,2,2,Balanced,ready to revolutionise your mineral exploration approach lets talk about how exosphere by fleet can elevate your exploration efforts today
Humans of Fleet,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2024-11-21T11:18:06.741774,FleetSpace,0.0,0.0,0,0,Other,humans of fleet
Your Details,h3,https://www.fleetspace.com/resources/ai-for-explorers-leveraging-ai-tools-optimised-for-modern-mineral-exploration,AI for Explorers: Leveraging AI Tools Optimised for Modern Mineral Exploration | Article | All,"Article | Global | Sep 11, 2024","['AI for Explorers: Leveraging AI Tools Optimised for Modern Mineral Exploration', 'AI for Explorers: Leveraging AI Tools Optimised for Modern Mineral Exploration']",2024-11-21T11:18:07.172867,FleetSpace,0.0,0.0,0,0,Other,your details
AI for Explorers: Leveraging AI Tools Optimised for Modern Mineral Exploration,h1,https://www.fleetspace.com/resources/ai-for-explorers-leveraging-ai-tools-optimised-for-modern-mineral-exploration,AI for Explorers: Leveraging AI Tools Optimised for Modern Mineral Exploration | Article | All,"Article | Global | Sep 11, 2024","['AI for Explorers: Leveraging AI Tools Optimised for Modern Mineral Exploration', 'AI for Explorers: Leveraging AI Tools Optimised for Modern Mineral Exploration']",2024-11-21T11:18:07.172895,FleetSpace,0.2,0.5574,1,1,Balanced,ai for explorers leveraging ai tools optimised for modern mineral exploration
