text,element_type,url,title,meta_description,h1_tags,scrape_date,competitor,sentiment,vader_sentiment,average_sentiment,technical_keywords,value_keywords,intent,cleaned_text
Access Insights from Anywhere,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908756,FleetSpace,0.0,0.0,0.0,0,0,Other,access insights from anywhere
"The ExoSphere by Fleet® online portal enables quick access to survey results and AI-enabled insights to enhance the quality, speed, and precision of decision-making.",p,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908758,FleetSpace,0.0,0.0,0.0,1,2,Value Proposition,the exosphere by fleet online portal enables quick access to survey results and aienabled insights to enhance the quality speed and precision of decisionmaking
World-Class Expertise to Advance Your Exploration,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908760,FleetSpace,0.275,0.2263,0.25065000000000004,1,1,Balanced,worldclass expertise to advance your exploration
"From survey planning to modelling and interpretation, our in-house team of geoscience experts are here to support you every step of the way.",p,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908761,FleetSpace,0.109,0.4019,0.25545,1,1,Balanced,from survey planning to modelling and interpretation our inhouse team of geoscience experts are here to support you every step of the way
ExoSphere Benefits,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908763,FleetSpace,0.722,0.3818,0.5519,0,0,Other,exosphere benefits
Transforming Exploration at Scale,h2,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908764,FleetSpace,0.388,0.2263,0.30715000000000003,1,1,Balanced,transforming exploration at scale
ExoSphere by Fleet®—everything you need to explore with confidence.,h2,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908766,FleetSpace,0.292,0.5106,0.4013,0,0,Other,exosphere by fleeteverything you need to explore with confidence
Proven Results,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908767,FleetSpace,0.0,0.0,0.0,0,1,Value Proposition,proven results
Our Solution in Action,h2,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908769,FleetSpace,0.434,0.3182,0.3761,0,0,Other,our solution in action
Redefining Copper Exploration,h2,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908770,FleetSpace,0.487,0.2263,0.35665,1,1,Balanced,redefining copper exploration
Unlocking Uranium’s Potential,h2,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908772,FleetSpace,0.0,0.0,0.0,0,0,Other,unlocking uraniums potential
Recognition,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908774,FleetSpace,0.0,0.0,0.0,0,0,Other,recognition
Industry awards and recognition,h2,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908775,FleetSpace,0.5,0.4588,0.4794,0,0,Other,industry awards and recognition
2024 Banksia Foundation's Climate Technology Impact Award Winner,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908777,FleetSpace,0.593,0.8074,0.7001999999999999,0,0,Other,banksia foundations climate technology impact award winner
2023 Energy & Mining Premier's Award,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908778,FleetSpace,0.737,0.6808,0.7089,0,0,Other,energy mining premiers award
Technology Scale-Up Awards,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908780,FleetSpace,0.6,0.4588,0.5294,0,0,Other,technology scaleup awards
Impact Awards,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908781,FleetSpace,0.75,0.4588,0.6044,0,0,Other,impact awards
Australian Space Awards 2023,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908783,FleetSpace,0.6,0.4588,0.5294,0,0,Other,australian space awards
Austmine Winner - Outstanding Innovation METS Company,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908784,FleetSpace,0.776,0.886,0.831,0,0,Other,austmine winner outstanding innovation mets company
"Solution-led, Problem-solvers",h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908785,FleetSpace,0.0,0.0,0.0,0,0,Other,solutionled problemsolvers
Meet our in-house Geoscience Team,h2,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908787,FleetSpace,0.0,0.0,0.0,0,0,Other,meet our inhouse geoscience team
Mineral Exploration Reimagined,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908788,FleetSpace,0.487,0.2263,0.35665,1,1,Balanced,mineral exploration reimagined
Explore Like Never Before,h2,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908789,FleetSpace,0.455,0.3612,0.4081,0,0,Other,explore like never before
Ready to revolutionise your mineral exploration approach? Let’s talk about how ExoSphere by Fleet® can elevate your exploration efforts today.,p,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908791,FleetSpace,0.27,0.6486,0.4593,1,1,Balanced,ready to revolutionise your mineral exploration approach lets talk about how exosphere by fleet can elevate your exploration efforts today
Humans of Fleet,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908792,FleetSpace,0.0,0.0,0.0,0,0,Other,humans of fleet
Your Details,h3,https://www.fleetspace.com/resources/ai-for-explorers-leveraging-ai-tools-optimised-for-modern-mineral-exploration,AI for Explorers: Leveraging AI Tools Optimised for Modern Mineral Exploration | Article | All,"Article | Global | Sep 11, 2024","['AI for Explorers: Leveraging AI Tools Optimised for Modern Mineral Exploration', 'AI for Explorers: Leveraging AI Tools Optimised for Modern Mineral Exploration']",2025-01-10T13:46:27.279639,FleetSpace,0.0,0.0,0.0,0,0,Other,your details
